market_id,slug,title,description
587264,will-the-farmercitizen-movement-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-847,Will the Farmer–Citizen Movement win the third most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the third greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the third most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
587289,will-the-volt-netherlands-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-488,Will the Volt Netherlands win the fourth most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the fourth greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the fourth most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
549624,will-new-social-contract-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will New Social Contract win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
549635,will-the-conservative-liberals-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Conservative Liberals win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
600446,will-cda-win-28-or-more-seats-in-the-2025-netherlands-parliamentary-election,Will CDA win 28 or more seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by the Christian Democratic Appeal (CDA) in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by the Christian Democratic Appeal (CDA).  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
637902,will-a-new-cabinet-of-the-netherlands-be-sworn-in-by-november-30-2025,Will a new Cabinet of the Netherlands be sworn in by November 30  2025?,This market will resolve to "Yes" if a new Cabinet of the Netherlands is officially sworn in by the specified date  11:59 PM ET. Otherwise  this market will resolve to “No.”  To qualify  a newly formed government  headed by a Prime Minister and composed of appointed ministers must be sworn in before the monarch within this markets timeframe.  The primary resolution source for this market will be official information from the Government of the Netherlands  the Staatscourant  or the Royal House (koninklijkhuis.nl); however  a consensus of credible reporting may also be used.
549626,will-the-farmercitizen-movement-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Farmer–Citizen Movement win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
550022,will-the-farmercitizen-movement-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Farmer–Citizen Movement win the second most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the second greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the second most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
600454,will-pvv-win-2729-seats-in-the-2025-netherlands-parliamentary-election,Will PVV win 27–29 seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by the Party for Freedom (PVV) in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by the Party for Freedom (PVV).  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
549631,will-forum-for-democracy-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will Forum for Democracy win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
550023,will-the-socialist-party-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Socialist Party win the second most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the second greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the second most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
550026,will-the-denk-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Denk win the second most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the second greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the second most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
549635,will-the-conservative-liberals-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Conservative Liberals win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
550020,will-the-ja21-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,Will the JA21 win the second most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the second greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the second most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
549624,will-new-social-contract-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will New Social Contract win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
550017,will-the-christian-democratic-appeal-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Christian Democratic Appeal win the second most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the second greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the second most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
550014,will-the-party-for-freedom-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Party for Freedom win the second most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the second greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the second most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
587280,will-the-greenleftlabour-party-alliance-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-288,Will the GreenLeft–Labour Party alliance win the fourth most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the fourth greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the fourth most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
600451,will-groenlinkspvda-win-2628-seats-in-the-2025-netherlands-parliamentary-election,Will GroenLinks–PvdA win 26–28 seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by GroenLinks–PvdA in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by GroenLinks–PvdA.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
600445,will-cda-win-2527-seats-in-the-2025-netherlands-parliamentary-election,Will CDA win 25–27 seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by the Christian Democratic Appeal (CDA) in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by the Christian Democratic Appeal (CDA).  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
587284,will-the-ja21-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-284,Will the JA21 win the fourth most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the fourth greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the fourth most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
600444,will-cda-win-2224-seats-in-the-2025-netherlands-parliamentary-election,Will CDA win 22–24 seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by the Christian Democratic Appeal (CDA) in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by the Christian Democratic Appeal (CDA).  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
637903,will-a-new-cabinet-of-the-netherlands-be-sworn-in-by-december-31-2025,Will a new Cabinet of the Netherlands be sworn in by December 31  2025?,This market will resolve to "Yes" if a new Cabinet of the Netherlands is officially sworn in by the specified date  11:59 PM ET. Otherwise  this market will resolve to “No.”  To qualify  a newly formed government  headed by a Prime Minister and composed of appointed ministers must be sworn in before the monarch within this markets timeframe.  The primary resolution source for this market will be official information from the Government of the Netherlands  the Staatscourant  or the Royal House (koninklijkhuis.nl); however  a consensus of credible reporting may also be used.
550018,will-the-forum-for-democracy-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Forum for Democracy win the second most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the second greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the second most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
549622,will-greenleftlabour-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will GreenLeft–Labour win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
600443,will-cda-win-21-or-fewer-seats-in-the-2025-netherlands-parliamentary-election,Will CDA win 21 or fewer seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by the Christian Democratic Appeal (CDA) in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by the Christian Democratic Appeal (CDA).  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
549628,will-the-socialist-party-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Socialist Party win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
587266,will-the-party-for-the-animals-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-538,Will the Party for the Animals win the third most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the third greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the third most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
600446,will-cda-win-28-or-more-seats-in-the-2025-netherlands-parliamentary-election,Will CDA win 28 or more seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by the Christian Democratic Appeal (CDA) in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by the Christian Democratic Appeal (CDA).  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
587281,will-the-christian-democratic-appeal-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-991,Will the Christian Democratic Appeal win the fourth most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the fourth greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the fourth most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
587279,will-the-peoples-party-for-freedom-and-democracy-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-192,Will the People's Party for Freedom and Democracy win the fourth most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the fourth greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the fourth most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
549625,will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will Democrats 66 win the most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
587263,will-the-new-social-contract-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-784,Will the New Social Contract win the third most seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve to the political party that wins the third greatest number of seats in the Netherlands House of Representatives (Tweede Kamer der Staten-Generaal) as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to "Other".  In the case of a tie between this party and any other for the third most seats won  this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.  This market's resolution will be based solely on the number of seats won by the named party or coalition.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).  Note: If the GL/PvdA alliance splits and announce they will not run a joint list  this market will refer to the Labor Party (PvdA).
600450,will-groenlinkspvda-win-2325-seats-in-the-2025-netherlands-parliamentary-election,Will GroenLinks–PvdA win 23–25 seats in the 2025 Netherlands parliamentary election?,The ruling coalition of the Netherlands collapsed on June 3  2025. New parliamentary elections are expected to be scheduled soon.  This market will resolve according to the number of seats held by GroenLinks–PvdA in the House of Representatives as a result of this election.  If voting in the Netherlands election for the House does not occur by July 31  2026  this market will resolve to the lowest range bracket.  This market’s resolution will be based solely on the number of seats won by GroenLinks–PvdA.  This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity  this market will resolve based solely on the official results as reported by the Electoral Council (Kiesraad) (https://www.kiesraad.nl/).
