slug,type,domain,occurrence_or_deadline_ddmmyyyy,status,error
will-ludvig-berg-win-the-2025-pga-tour-player-of-the-year-award,2,sports,30/06/2026,ok,
will-jj-spaun-win-the-2025-pga-tour-player-of-the-year-award,2,sports,30/06/2026,ok,
will-scottie-scheffler-win-the-2025-pga-tour-player-of-the-year-award,2,sports,30/06/2026,ok,
will-rory-mcilroy-win-the-2025-pga-tour-player-of-the-year-award,2,sports,30/06/2026,ok,
us-x-venezuela-military-engagement-by-june-30-2026,2,politics,30/06/2026,ok,
monad-market-cap-fdv-4b-one-day-after-launch-532,2,finance,30/06/2026,ok,
aleksandar-vui-out-as-serbian-president-by-december-31-2025,2,politics,31/12/2025,ok,
will-kathy-hochul-win-the-2026-new-york-governor-democratic-primary-election,1,politics,23/06/2026,ok,
will-antonio-delgado-win-the-2026-new-york-governor-democratic-primary-election,1,politics,23/06/2026,ok,
will-miguel-uribe-turbay-win-the-2026-colombian-presidential-election,2,politics,31/12/2026,ok,
will-psv-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-slavia-pragu-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-basel-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-sturm-graz-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-celtic-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-nice-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-union-saint-gilloise-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-napoli-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-eintracht-frankfurt-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-fenerbahce-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-rangers-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-ajax-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-marseille-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-villarreal-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-feyenoord-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-athletic-club-win-the-202526-champions-league,2,sports,01/10/2026,ok,
will-nuno-santo-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-andoni-iraola-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-pep-guardiola-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-ruben-amorim-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-fabian-hurzeler-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-eddie-howe-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-arne-slot-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-wolves-win-the-202526-english-premier-league,2,sports,01/10/2026,ok,
will-scott-parker-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-graham-potter-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-regis-le-bri-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-enzo-maresca-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-thomas-frank-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-arsenal-finish-in-last-place-in-the-2025-26-english-premier-league,2,sports,01/10/2026,ok,
will-keith-andrews-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-vitor-pereira-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-mikel-arteta-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-oliver-glasner-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-daniel-farke-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-unai-emery-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-david-moyes-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
will-marco-silva-be-the-first-epl-manager-fired,2,sports,27/05/2026,ok,
gta-6-launch-postponed,2,misc,26/05/2026,ok,
will-s-bratislava-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-l-red-imps-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-shkndija-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-basel-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-fcsb-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-utrecht-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-samsunspor-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-dynamo-kyiv-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-m-tel-aviv-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-lech-pozna-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-malm-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-sigma-olomouc-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-feyenoord-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-go-ahead-eagles-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-young-boys-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-kups-kuopio-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-rijeka-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-aberdeen-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-aek-larnaca-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-zrinjski-win-the-2025-26-uefa-europa-league,2,sports,01/10/2026,ok,
will-detroit-record-the-first-snowfall,2,misc,01/05/2026,ok,
will-new-york-city-record-the-first-snowfall,2,misc,01/05/2026,ok,
will-chicago-record-the-first-snowfall,2,misc,01/05/2026,ok,
will-st-louis-record-the-first-snowfall,2,misc,01/05/2026,ok,
will-dan-koe-win-the-x-1m-article-prize-884,2,misc,30/04/2026,ok,
will-netflix-acquire-warner-bros-discovery,2,misc,31/05/2026,ok,
will-paramount-acquire-warner-bros-discovery,2,finance,31/05/2026,ok,
will-no-acquisition-occur-by-may-31-2026,2,finance,31/05/2026,ok,
will-comcast-acquire-warner-bros-discovery,2,finance,31/05/2026,ok,
will-amazon-acquire-warner-bros-discovery,2,finance,31/05/2026,ok,
will-the-fed-cutpausecut-in-the-next-three-decisions-janmarapr,2,finance,29/04/2026,ok,
will-the-fed-cutpausepause-in-the-next-three-decisions-janmarapr,2,finance,29/04/2026,ok,
will-the-fed-cutcutpause-in-the-next-three-decisions-janmarapr,2,finance,29/04/2026,ok,
will-the-fed-cutcutcut-in-the-next-three-decisions-janmarapr,2,finance,29/04/2026,ok,
will-brian-flores-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-jesse-minter-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-mike-tomlin-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-thomas-brown-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-vance-joseph-be-the-next-tennessee-titans-head-coach,2,sports,23/04/2026,ok,
will-brian-flores-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-join-the-atlanta-falcons-prior-to-dec-31-2026,2,sports,23/04/2026,ok,
will-chris-shula-be-the-next-miami-dolphins-head-coach,2,sports,23/04/2026,ok,
will-mike-mccarthy-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-klint-kubiak-be-the-next-buffalo-bills-head-coach,2,sports,23/04/2026,ok,
will-joe-brady-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-klint-kubiak-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-kliff-kingsbury-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-join-the-arizona-cardinals-prior-to-dec-31-2026,2,sports,23/04/2026,ok,
will-mike-mcdaniel-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-mike-mcdaniel-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-robert-saleh-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-brian-daboll-be-the-next-buffalo-bills-head-coach,2,sports,23/04/2026,ok,
will-jim-schwartz-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-klayton-adams-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-join-the-miami-dolphins-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-jeff-hafley-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-candidate-a-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-matt-nagy-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-vance-joseph-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-join-the-cleveland-browns-prior-to-dec-31-2026,2,sports,23/04/2026,ok,
will-condoleezza-rice-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-mike-mcdaniel-be-the-next-tennessee-titans-head-coach,2,sports,23/04/2026,ok,
will-zach-orr-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-chris-shula-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-join-the-tennessee-titans-prior-to-dec-31-2026,2,sports,23/04/2026,ok,
will-matt-burke-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-klint-kubiak-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-bill-belichick-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-josh-mccown-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-chris-shula-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-jesse-minter-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-klint-kubiak-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-lou-anarumo-be-the-next-tennessee-titans-head-coach,2,sports,23/04/2026,ok,
will-ejiro-evero-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-grant-udinski-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-brian-flores-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-mike-mccarthy-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-kliff-kingsbury-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-vance-joseph-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-jeff-hafley-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-arthur-smith-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-marcus-freeman-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-mike-lafleur-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-philip-rivers-be-the-next-buffalo-bills-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-join-the-tennessee-titans-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-aden-durde-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-mike-kafka-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-join-the-new-york-giants-prior-to-dec-31-2026,2,sports,23/04/2026,ok,
will-john-harbaugh-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-steve-spagnuolo-be-the-next-tennessee-titans-head-coach,2,sports,23/04/2026,ok,
will-matt-nagy-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-declan-doyle-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-join-the-atlanta-falcons-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-mike-tomlin-be-the-next-miami-dolphins-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-join-the-baltimore-ravens-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-nathan-scheelhaase-be-the-next-buffalo-bills-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-be-the-next-tennessee-titans-head-coach,2,sports,23/04/2026,ok,
will-mike-lafleur-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-robert-saleh-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-joe-brady-be-the-next-buffalo-bills-head-coach,2,sports,23/04/2026,ok,
will-chris-shula-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-anthony-weaver-be-the-next-tennessee-titans-head-coach,2,sports,23/04/2026,ok,
will-ryan-day-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-vance-joseph-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-jesse-minter-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-jeff-hafley-be-the-next-miami-dolphins-head-coach,2,sports,23/04/2026,ok,
will-dan-lanning-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-join-the-arizona-cardinals-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-john-harbaugh-be-the-next-miami-dolphins-head-coach,2,sports,23/04/2026,ok,
will-mike-mcdaniel-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-grant-udinski-be-the-next-buffalo-bills-head-coach,2,sports,23/04/2026,ok,
will-robert-saleh-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-mike-mccarthy-be-the-next-arizona-cardinals-head-coach,2,sports,23/04/2026,ok,
will-klint-kubiak-be-the-next-baltimore-ravens-head-coach,2,sports,23/04/2026,ok,
will-marcus-freeman-be-the-next-pittsburgh-steelers-head-coach,2,sports,23/04/2026,ok,
will-mike-tomlin-be-the-next-buffalo-bills-head-coach,2,sports,23/04/2026,ok,
will-joe-brady-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-be-the-next-miami-dolphins-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-join-the-green-bay-packers-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-tommy-rees-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-join-the-las-vegas-raiders-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-lou-anarumo-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-brian-daboll-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-brian-flores-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-klayton-adams-be-the-next-atlanta-falcons-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-join-the-new-york-giants-prior-to-april-23-2026,2,sports,23/04/2026,ok,
will-bill-belichick-be-the-next-miami-dolphins-head-coach,2,sports,23/04/2026,ok,
will-vance-joseph-be-the-next-miami-dolphins-head-coach,2,sports,23/04/2026,ok,
will-matt-burke-be-the-next-tennessee-titans-head-coach,2,sports,23/04/2026,ok,
will-mike-mccarthy-be-the-next-cleveland-browns-head-coach,2,sports,23/04/2026,ok,
will-chris-shula-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-klint-kubiak-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-jesse-minter-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-coach-b-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-kevin-stefanski-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-bill-belichick-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-lane-kiffin-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-antonio-brown-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-mike-mcdaniel-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-john-harbaugh-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-mike-kafka-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-anthony-campanile-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-brian-flores-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-kliff-kingsbury-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-joe-brady-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-jeff-hafley-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-matt-nagy-be-the-next-giants-head-coach,2,sports,23/04/2026,ok,
will-belgium-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-dallas-mavericks,2,sports,15/04/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-new-orleans-pelicans,2,sports,15/04/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-minnesota-timberwolves,2,sports,15/04/2026,ok,
will-saudi-arabia-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-colombia-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-chris-paul-not-sign-with-or-be-traded-to-a-new-team,2,sports,15/04/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-los-angeles-lakers,2,sports,15/04/2026,ok,
will-united-arab-emirates-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-new-york-knicks,2,sports,15/04/2026,ok,
will-the-phoenix-suns-win-more-than-30pt5-regular-season-games-in-202526,2,sports,31/03/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-denver-nuggets,2,sports,15/04/2026,ok,
okc-breaks-nba-single-season-wins-record,2,sports,31/12/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-oklahoma-city-thunder,2,sports,31/03/2026,ok,
lebron-james-10-point-streak-broken-this-season,2,sports,31/03/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-phoenix-suns,2,sports,15/04/2026,ok,
will-croatia-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-australia-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-uruguay-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-sacramento-kings,2,sports,15/04/2026,ok,
will-netherlands-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-finland-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-chris-paul-sign-with-or-be-traded-to-the-houston-rockets,2,sports,15/04/2026,ok,
will-austria-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-oman-qualify-for-the-2026-fifa-world-cup,2,sports,30/09/2026,ok,
will-ukraine-win-uefa-group-d-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-france-win-uefa-group-d-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-finland-win-uefa-group-g-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-albania-win-uefa-group-k-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-portugal-win-uefa-group-f-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-armenia-win-uefa-group-f-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-england-win-uefa-group-k-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-turkey-win-uefa-group-e-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-north-macedonia-win-uefa-group-j-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-wales-win-uefa-group-j-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-republic-of-ireland-win-uefa-group-f-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-netherlands-win-uefa-group-g-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-malta-win-uefa-group-g-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-luxembourg-win-uefa-group-a-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-poland-win-uefa-group-g-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-iceland-win-uefa-group-d-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-moldova-win-uefa-group-i-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-kosovo-win-uefa-group-b-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-italy-win-uefa-group-i-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-slovakia-win-uefa-group-a-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-georgia-win-uefa-group-e-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-lithuania-win-uefa-group-g-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-bosnia-win-uefa-group-h-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-kazakhstan-win-uefa-group-j-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-latvia-win-uefa-group-k-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-hungary-win-uefa-group-f-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-austria-win-uefa-group-h-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-sweden-win-uefa-group-b-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-spain-win-uefa-group-e-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-slovenia-win-uefa-group-b-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-northern-ireland-win-uefa-group-a-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-israel-win-uefa-group-i-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-bulgaria-win-uefa-group-e-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-estonia-win-uefa-group-i-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-germany-win-uefa-group-a-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-romania-win-uefa-group-h-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-switzerland-win-uefa-group-b-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-belgium-win-uefa-group-j-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
will-azerbaijan-win-uefa-group-d-for-2026-fifa-world-cup,2,sports,10/05/2026,ok,
bitcoin-below-microstrategy-average-buy-price-by-march-31,2,finance,31/03/2026,ok,
will-spark-launch-a-token-by-december-31,2,finance,31/12/2024,ok,
will-infinex-launch-a-token-by-january-31-2026,2,finance,31/01/2026,ok,
will-infinex-launch-a-token-by-february-28-2026,2,finance,28/02/2026,ok,
will-infinex-launch-a-token-by-march-31-2026-884-836,2,finance,31/03/2026,ok,
will-lgd-gaming-win-the-lpl-2026-split-1-playoffs-164,2,sports,01/04/2026,ok,
will-ultra-prime-win-the-lpl-2026-split-1-playoffs-212,2,sports,01/04/2026,ok,
will-russia-capture-kostyantynivka-by-january-31,2,politics,31/01/2026,ok,
will-peoples-action-party-pap-win-the-2025-singapore-parliamentary-election,1,politics,03/05/2025,ok,
trump-cabinet-member-out-by-march-31,2,politics,31/03/2026,ok,
maduro-out-by-march-31-2026-187-483,2,politics,31/03/2026,ok,
will-workers-party-wp-win-the-2025-singapore-parliamentary-election,1,politics,03/05/2025,ok,
tiktok-sale-announced-by-march-31,2,misc,31/03/2026,ok,
will-progress-singapore-party-psp-win-the-2025-singapore-parliamentary-election,1,politics,03/05/2025,ok,
will-mrbeasts-next-video-get-between-25-and-30-million-views-on-day-1-786,2,misc,31/03/2026,ok,
japanese-snap-election-called-by-march-31-2026,2,politics,31/03/2026,ok,
will-henry-kissinger-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-less-than-70-million-views-on-week-1-436,2,misc,31/03/2026,ok,
will-turnout-in-the-second-round-of-the-2025-chilean-presidential-election-be-between-82-and-84,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-between-25-and-30-million-views-on-day-1-378,2,misc,31/03/2026,ok,
will-kim-keon-hee-be-sentenced-to-prison-by-march-31,2,politics,31/03/2026,ok,
will-turnout-in-the-second-round-of-the-2025-chilean-presidential-election-be-at-least-90,1,politics,14/12/2025,ok,
will-mark-jn-doyle-be-the-next-prime-minister-of-saint-vincent-and-the-grenadines,2,politics,31/03/2026,ok,
will-the-new-democratic-party-ndp-win-the-most-elected-seats-in-the-2025-saint-vincent-and-the-grenadines-house-of-assembly-election,2,politics,31/03/2026,ok,
will-trump-meet-with-elon-musk-by-march-31,2,politics,31/03/2026,ok,
will-the-sp-500-index-lose-at-least-1-on-any-day-in-q1,2,finance,31/03/2026,ok,
main-street-sports-salemerger-by-january-31,2,finance,31/01/2024,ok,
will-stew-peters-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
will-ms-rachel-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
will-kirsten-gillibrand-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-alexandria-ocasio-cortez-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-fewer-than-5-senate-democrats-vote-in-favor-of-the-next-government-funding-bill-159,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-between-35-and-40-million-views-on-day-1-175,2,misc,31/03/2026,ok,
will-exactly-5-senate-democrats-vote-in-favor-of-the-next-government-funding-bill-461,2,politics,31/03/2026,ok,
will-the-upp-win-the-most-elected-seats-in-the-2025-saint-vincent-and-the-grenadines-house-of-assembly-election,2,politics,31/03/2026,ok,
will-the-green-party-win-the-most-elected-seats-in-the-2025-saint-vincent-and-the-grenadines-house-of-assembly-election,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-55-million-or-more-views-on-day-1-684,2,misc,31/03/2026,ok,
will-alan-dershowitz-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-bill-clinton-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-55-million-or-more-views-on-day-1-874,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-25-and-30-million-views-on-day-1-437,2,misc,31/03/2026,ok,
will-reid-hoffman-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-100-and-110-million-views-on-week-1-914,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-45-and-50-million-views-on-day-1-877,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-110-and-120-million-views-on-week-1-748,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-120-million-or-more-views-on-week-1-117,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-90-and-100-million-views-on-week-1-387,2,misc,31/03/2026,ok,
will-calla-walsh-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
will-ciena-cien-be-added-to-the-sp-500-by-march-31-2026,2,finance,31/03/2026,ok,
